Peak #,Array Index,Score,Price
0,2.5,0.7353490104151363,4111.2545
1,14.0,0.4926736499767535,4352.65675
2,23.0,0.47674688223373896,4541.58025
3,33.5,0.4720778437589638,4761.991
4,44.0,1.1063955924755777,4982.40175
5,54.5,1.831114498396127,5202.8125
6,65.5,1.6734532227041115,5433.719
7,82.0,2.3748216036473044,5780.078750000001
8,99.0,2.7493826471207345,6136.93425
