index,value,weight,type
3123,5863.04,1,high
3131,5762.41,1,low
3131,5762.41,1,low
3131,5762.41,1,low
3134,5817.8,1,high
3137,5784.92,1,low
3143,5862.82,1,high
3143,5862.82,1,high
3147,5799.9800000000005,1,low
3151,5842.92,1,high
3158,5802.17,1,low
3158,5802.17,1,low
3166,5811.28,1,low
3168,5850.9400000000005,1,high
3168,5850.9400000000005,1,high
3168,5850.9400000000005,1,high
3181,5702.86,1,low
3181,5702.86,1,low
3183,5772.52,1,high
3193,5696.51,1,low
3193,5696.51,1,low
3193,5696.51,1,low
3193,5696.51,1,low
3230,6017.31,1,high
3230,6017.31,1,high
3230,6017.31,1,high
3230,6017.31,1,high
3234,5986.6900000000005,1,low
3242,5960.08,1,low
3242,5960.08,1,low
3250,6008.1900000000005,1,high
3250,6008.1900000000005,1,high
3266,5853.01,1,low
3266,5853.01,1,low
3266,5853.01,1,low
3266,5853.01,1,low
3272,5908.12,1,high
3278,5855.29,1,low
3278,5855.29,1,low
3282,5923.51,1,high
3282,5923.51,1,high
3287,5860.56,1,low
3310,6020.75,1,high
3310,6020.75,1,high
3324,6025.42,1,high
3324,6025.42,1,high
3329,5984.87,1,low
3329,5984.87,1,low
3345,6053.58,1,high
3348,6033.39,1,low
3366,6094.55,1,high
3366,6094.55,1,high
3366,6094.55,1,high
3366,6094.55,1,high
3377,6048.63,1,low
3385,6029.89,1,low
3385,6029.89,1,low
3385,6029.89,1,low
3391,6092.59,1,high
3391,6092.59,1,high
3391,6092.59,1,high
3403,6078.58,1,high
3407,6035.77,1,low
3407,6035.77,1,low
3417,6085.1900000000005,1,high
3417,6085.1900000000005,1,high
3417,6085.1900000000005,1,high
3425,6035.1900000000005,1,low
3428,6070.67,1,high
3433,5867.79,1,low
3443,5832.3,1,low
3443,5832.3,1,low
3443,5832.3,1,low
3443,5832.3,1,low
3446,5982.06,1,high
3446,5982.06,1,high
3452,5902.57,1,low
3467,6049.75,1,high
3467,6049.75,1,high
3467,6049.75,1,high
3481,5869.16,1,low
3481,5869.16,1,low
3493,5868.86,1,low
3497,5935.09,1,high
3497,5935.09,1,high
3500,5829.53,1,low
3500,5829.53,1,low
3500,5829.53,1,low
3514,6021.04,1,high
3514,6021.04,1,high
3514,6021.04,1,high
3533,5927.89,1,high
3544,5773.31,1,low
3544,5773.31,1,low
3544,5773.31,1,low
3544,5773.31,1,low
3552,5871.92,1,high
3555,5805.42,1,low
3570,5964.6900000000005,1,high
3572,5930.72,1,low
3595,6100.81,1,high
3600,6074.67,1,low
3608,6128.18,1,high
3608,6128.18,1,high
3608,6128.18,1,high
3608,6128.18,1,high
3616,5962.92,1,low
3616,5962.92,1,low
3616,5962.92,1,low
3630,6074.54,1,high
3637,6012.96,1,low
3637,6012.96,1,low
3640,6080.59,1,high
3650,6120.91,1,high
3650,6120.91,1,high
3650,6120.91,1,high
3657,5923.93,1,low
3657,5923.93,1,low
3657,5923.93,1,low
3657,5923.93,1,low
3673,6007.06,1,low
3680,6080.71,1,high
3688,6101.28,1,high
3688,6101.28,1,high
3688,6101.28,1,high
3694,6019.96,1,low
3694,6019.96,1,low
3701,6073.38,1,high
3704,6042.34,1,low
3709,6076.28,1,high
3709,6076.28,1,high
3712,6003.0,1,low
3712,6003.0,1,low
3712,6003.0,1,low
3729,6127.47,1,high
3729,6127.47,1,high
3736,6125.39,1,high
3741,6099.51,1,low
3741,6099.51,1,low
3749,6147.43,1,high
3749,6147.43,1,high
3749,6147.43,1,high
3749,6147.43,1,high
