index,value,weight,type
2174,5650.43,1,low
2177,5668.6,1,high
2185,5646.85,1,low
2187,5662.8,1,high
2195,5641.76,1,low
2199,5658.05,1,high
2204,5636.01,1,low
2204,5636.01,1,low
2204,5636.01,1,low
2217,5658.63,1,high
2217,5658.63,1,high
2217,5658.63,1,high
2228,5641.82,1,low
2228,5641.82,1,low
2231,5655.37,1,high
2272,5703.52,1,high
2272,5703.52,1,high
2272,5703.52,1,high
2272,5703.52,1,high
2278,5691.05,1,low
2278,5691.05,1,low
2283,5699.2300000000005,1,high
2304,5608.87,1,low
2310,5608.150000000001,1,low
2310,5608.150000000001,1,low
2318,5626.4400000000005,1,high
2318,5626.4400000000005,1,high
2326,5599.87,1,low
2326,5599.87,1,low
2337,5613.33,1,high
2343,5597.76,1,low
2343,5597.76,1,low
2343,5597.76,1,low
2343,5597.76,1,low
2354,5623.25,1,high
2354,5623.25,1,high
2354,5623.25,1,high
2361,5600.0,1,low
2361,5600.0,1,low
2363,5618.25,1,high
2370,5601.150000000001,1,low
2382,5621.55,1,high
2382,5621.55,1,high
2388,5603.900000000001,1,low
2388,5603.900000000001,1,low
2401,5627.7300000000005,1,high
2401,5627.7300000000005,1,high
2401,5627.7300000000005,1,high
2406,5612.55,1,low
2411,5623.150000000001,1,high
2420,5605.2,1,low
2420,5605.2,1,low
2420,5605.2,1,low
2438,5660.04,1,high
2438,5660.04,1,high
2438,5660.04,1,high
2455,5639.85,1,low
2455,5639.85,1,low
2455,5639.85,1,low
2459,5653.54,1,high
2461,5642.8,1,low
2473,5668.93,1,high
2473,5668.93,1,high
2473,5668.93,1,high
2473,5668.93,1,high
2493,5659.81,1,high
2505,5636.04,1,low
2509,5648.37,1,high
2515,5633.2,1,low
2515,5633.2,1,low
2515,5633.2,1,low
2524,5650.6900000000005,1,low
2538,5715.33,1,high
2538,5715.33,1,high
2538,5715.33,1,high
2538,5715.33,1,high
2544,5673.3,1,low
2550,5699.46,1,high
2556,5632.33,1,low
2556,5632.33,1,low
2556,5632.33,1,low
2556,5632.33,1,low
2582,5711.150000000001,1,high
2582,5711.150000000001,1,high
2582,5711.150000000001,1,high
2586,5694.91,1,low
2590,5704.33,1,high
2598,5683.24,1,low
2598,5683.24,1,low
2602,5700.82,1,high
2602,5700.82,1,high
2622,5662.42,1,low
2622,5662.42,1,low
2629,5677.39,1,high
2629,5677.39,1,high
2636,5652.53,1,low
2636,5652.53,1,low
2641,5670.04,1,high
2645,5654.33,1,low
2650,5666.92,1,high
2656,5643.84,1,low
2656,5643.84,1,low
2656,5643.84,1,low
2664,5663.92,1,high
2673,5668.32,1,high
2675,5652.0,1,low
2684,5671.9400000000005,1,high
2684,5671.9400000000005,1,high
2684,5671.9400000000005,1,high
2684,5671.9400000000005,1,high
2690,5605.5,1,low
2690,5605.5,1,low
2697,5624.92,1,high
2701,5603.1,1,low
2701,5603.1,1,low
2701,5603.1,1,low
2701,5603.1,1,low
2706,5625.93,1,high
2712,5613.66,1,low
2718,5640.5,1,high
2718,5640.5,1,high
2718,5640.5,1,high
2738,5611.41,1,low
2738,5611.41,1,low
2738,5611.41,1,low
2746,5650.1,1,high
2752,5641.1900000000005,1,low
2757,5658.82,1,high
2757,5658.82,1,high
2768,5638.76,1,low
2768,5638.76,1,low
2768,5638.76,1,low
2775,5661.61,1,high
2775,5661.61,1,high
2775,5661.61,1,high
2787,5643.41,1,low
2787,5643.41,1,low
2792,5655.07,1,high
2792,5655.07,1,high
2802,5637.59,1,low
2802,5637.59,1,low
2802,5637.59,1,low
2802,5637.59,1,low
2829,5753.52,1,high
2833,5742.91,1,low
2838,5755.9400000000005,1,high
2843,5749.82,1,low
2856,5762.95,1,high
2856,5762.95,1,high
2864,5754.650000000001,1,low
2864,5754.650000000001,1,low
2872,5766.56,1,high
2872,5766.56,1,high
2872,5766.56,1,high
2872,5766.56,1,high
2884,5750.82,1,low
2885,5758.1,1,high
2896,5747.77,1,low
2896,5747.77,1,low
2911,5743.86,1,low
2920,5743.6900000000005,1,low
2920,5743.6900000000005,1,low
2920,5743.6900000000005,1,low
2920,5743.6900000000005,1,low
2938,5764.81,1,high
2941,5761.22,1,low
2951,5779.76,1,high
2951,5779.76,1,high
2961,5763.05,1,low
2961,5763.05,1,low
2978,5786.95,1,high
2978,5786.95,1,high
2978,5786.95,1,high
2978,5786.95,1,high
2980,5780.86,1,low
3004,5772.31,1,high
3012,5764.62,1,low
3012,5764.62,1,low
3024,5778.42,1,high
3024,5778.42,1,high
3024,5778.42,1,high
3030,5763.22,1,low
3030,5763.22,1,low
3035,5769.31,1,high
3043,5761.45,1,low
3043,5761.45,1,low
3048,5772.150000000001,1,high
3048,5772.150000000001,1,high
3048,5772.150000000001,1,high
3058,5760.42,1,low
3058,5760.42,1,low
3058,5760.42,1,low
3064,5768.63,1,high
3072,5761.14,1,low
3072,5761.14,1,low
3085,5783.62,1,high
3085,5783.62,1,high
3085,5783.62,1,high
3085,5783.62,1,high
3091,5755.72,1,low
3099,5746.79,1,low
3099,5746.79,1,low
3099,5746.79,1,low
3108,5750.88,1,low
3115,5760.77,1,high
3115,5760.77,1,high
3130,5724.68,1,low
3130,5724.68,1,low
3142,5736.03,1,high
3142,5736.03,1,high
3151,5715.64,1,low
3156,5724.16,1,high
3164,5701.83,1,low
3164,5701.83,1,low
3164,5701.83,1,low
3166,5714.49,1,high
3172,5702.64,1,low
3181,5717.59,1,high
3181,5717.59,1,high
3181,5717.59,1,high
3196,5694.41,1,low
3196,5694.41,1,low
3199,5708.72,1,high
3209,5717.92,1,high
3209,5717.92,1,high
3209,5717.92,1,high
3217,5670.9400000000005,1,low
3217,5670.9400000000005,1,low
3217,5670.9400000000005,1,low
3217,5670.9400000000005,1,low
3243,5732.28,1,high
3243,5732.28,1,high
3243,5732.28,1,high
3243,5732.28,1,high
3246,5723.91,1,low
3249,5731.11,1,high
3263,5700.92,1,low
3263,5700.92,1,low
3269,5721.21,1,high
3269,5721.21,1,high
3283,5686.99,1,low
3283,5686.99,1,low
3283,5686.99,1,low
3283,5686.99,1,low
3288,5703.7300000000005,1,high
3295,5689.3,1,low
3301,5687.17,1,low
3301,5687.17,1,low
3308,5708.59,1,high
3314,5699.0,1,low
3320,5713.96,1,high
3323,5697.34,1,low
3323,5697.34,1,low
3330,5722.31,1,high
3330,5722.31,1,high
3330,5722.31,1,high
3330,5722.31,1,high
3345,5666.33,1,low
3366,5605.37,1,low
3375,5599.64,1,low
3375,5599.64,1,low
3375,5599.64,1,low
3377,5613.47,1,high
3387,5619.33,1,high
3387,5619.33,1,high
3387,5619.33,1,high
3402,5588.49,1,low
3402,5588.49,1,low
3411,5597.08,1,high
3411,5597.08,1,high
3420,5586.21,1,high
3423,5573.9400000000005,1,low
3423,5573.9400000000005,1,low
3423,5573.9400000000005,1,low
3438,5591.25,1,high
3438,5591.25,1,high
3438,5591.25,1,high
3449,5575.39,1,low
3449,5575.39,1,low
3456,5588.75,1,high
3456,5588.75,1,high
3465,5572.42,1,low
3472,5586.56,1,high
3472,5586.56,1,high
3480,5488.7300000000005,1,low
3480,5488.7300000000005,1,low
3480,5488.7300000000005,1,low
3480,5488.7300000000005,1,low
3488,5536.52,1,high
3494,5515.1900000000005,1,low
3494,5515.1900000000005,1,low
3510,5534.26,1,low
3523,5562.42,1,high
3523,5562.42,1,high
3528,5540.74,1,low
3528,5540.74,1,low
3535,5566.1900000000005,1,high
3535,5566.1900000000005,1,high
3545,5552.45,1,low
3549,5572.6,1,high
3549,5572.6,1,high
3552,5550.42,1,low
3558,5562.81,1,high
3561,5549.1,1,low
3561,5549.1,1,low
3561,5549.1,1,low
3579,5600.3,1,high
3580,5584.72,1,low
3595,5593.1,1,low
3599,5627.56,1,high
3599,5627.56,1,high
3599,5627.56,1,high
3611,5582.83,1,low
3613,5607.33,1,high
3624,5558.52,1,low
3624,5558.52,1,low
3624,5558.52,1,low
3624,5558.52,1,low
3643,5640.62,1,high
3643,5640.62,1,high
3650,5624.64,1,low
3671,5615.74,1,low
3671,5615.74,1,low
3674,5634.78,1,high
3688,5613.04,1,low
3691,5624.400000000001,1,high
3705,5585.59,1,low
3708,5593.38,1,high
3714,5583.22,1,low
3714,5583.22,1,low
3714,5583.22,1,low
3735,5636.72,1,high
3735,5636.72,1,high
3735,5636.72,1,high
3738,5571.4800000000005,1,low
3738,5571.4800000000005,1,low
3738,5571.4800000000005,1,low
3738,5571.4800000000005,1,low
3749,5627.400000000001,1,high
3751,5604.33,1,low
3758,5636.99,1,high
3767,5643.96,1,high
3773,5630.88,1,low
3777,5659.150000000001,1,high
3777,5659.150000000001,1,high
3785,5633.37,1,low
3785,5633.37,1,low
3812,5695.31,1,high
3812,5695.31,1,high
3812,5695.31,1,high
3812,5695.31,1,high
3838,5632.14,1,low
3838,5632.14,1,low
3838,5632.14,1,low
3842,5658.64,1,high
3842,5658.64,1,high
3848,5633.27,1,low
3854,5638.6900000000005,1,low
3866,5677.9400000000005,1,high
3866,5677.9400000000005,1,high
3866,5677.9400000000005,1,high
3887,5436.66,1,low
3889,5458.47,1,high
3901,5415.66,1,low
3901,5415.66,1,low
3901,5415.66,1,low
3901,5415.66,1,low
3929,5483.05,1,high
3929,5483.05,1,high
3929,5483.05,1,high
3929,5483.05,1,high
3941,5463.6900000000005,1,high
3949,5440.46,1,low
3954,5457.72,1,high
3954,5457.72,1,high
3969,5420.61,1,low
3969,5420.61,1,low
3975,5443.2,1,high
3975,5443.2,1,high
