Peak #,Array Index,Score,Price
0,0.0,0.9079518187903712,5419.191049999999
1,10.0,1.1813511469184281,5489.81205
2,30.0,3.8456485119400994,5631.054050000001
3,41.5,2.6809340727376654,5712.2682
4,51.0,2.089992151362237,5779.35815
5,61.0,0.9331081302699479,5849.979149999999
6,69.5,0.7461359787177474,5910.007
7,80.0,0.7288696330141463,5984.15905
