Peak #,Array Index,Score,Price
0,0,2.7933620492152236,5418.922340425532
1,9,1.6940616784294824,5477.644468085106
2,24,4.982529641634721,5575.5146808510635
3,33,5.459699828075937,5634.236808510638
4,42,1.6548991436222726,5692.958936170213
