price,top,bottom,type,score
5444.554166666667,5446.468333333333,5442.64,resistance,2444.8734767803467
5526.863333333333,5528.7775,5524.949166666666,resistance,34.17591135289047
5563.2325,5565.1466666666665,5561.318333333334,resistance,43.706985402819605
5595.7733333333335,5597.6875,5593.859166666667,resistance,81.49739046662864
5634.056666666667,5635.970833333334,5632.1425,resistance,584.2295734405218
5666.5975,5668.511666666667,5664.683333333333,resistance,425.59130338761094
