index,value,weight,type
8,5649.400000000001,1,low
19,5654.64,1,low
32,5668.32,1,high
32,5668.32,1,high
32,5668.32,1,high
38,5652.0,1,low
38,5652.0,1,low
38,5652.0,1,low
46,5663.400000000001,1,high
48,5656.41,1,low
56,5670.25,1,high
62,5660.36,1,low
64,5671.9400000000005,1,high
64,5671.9400000000005,1,high
64,5671.9400000000005,1,high
64,5671.9400000000005,1,high
79,5605.5,1,low
79,5605.5,1,low
79,5605.5,1,low
86,5624.72,1,high
86,5624.72,1,high
90,5615.32,1,low
95,5624.43,1,high
96,5610.7300000000005,1,low
96,5610.7300000000005,1,low
101,5624.92,1,high
101,5624.92,1,high
101,5624.92,1,high
114,5603.1,1,low
114,5603.1,1,low
114,5603.1,1,low
114,5603.1,1,low
129,5625.93,1,high
129,5625.93,1,high
129,5625.93,1,high
134,5618.55,1,low
145,5613.66,1,low
145,5613.66,1,low
145,5613.66,1,low
155,5620.27,1,low
163,5640.5,1,high
163,5640.5,1,high
163,5640.5,1,high
163,5640.5,1,high
168,5634.07,1,low
190,5620.13,1,low
190,5620.13,1,low
196,5627.68,1,high
196,5627.68,1,high
206,5612.4800000000005,1,low
211,5620.37,1,high
216,5612.24,1,low
220,5621.49,1,high
225,5611.41,1,low
225,5611.41,1,low
225,5611.41,1,low
225,5611.41,1,low
248,5650.1,1,high
248,5650.1,1,high
248,5650.1,1,high
255,5649.95,1,high
261,5641.34,1,low
267,5641.1900000000005,1,low
267,5641.1900000000005,1,low
267,5641.1900000000005,1,low
282,5658.82,1,high
282,5658.82,1,high
282,5658.82,1,high
287,5651.77,1,low
293,5657.26,1,high
303,5645.1900000000005,1,low
307,5651.4400000000005,1,high
315,5638.76,1,low
315,5638.76,1,low
315,5638.76,1,low
315,5638.76,1,low
335,5661.61,1,high
335,5661.61,1,high
335,5661.61,1,high
335,5661.61,1,high
341,5651.24,1,low
347,5655.24,1,high
351,5647.88,1,low
356,5652.38,1,high
357,5647.27,1,low
363,5653.3,1,high
363,5653.3,1,high
372,5643.41,1,low
372,5643.41,1,low
372,5643.41,1,low
387,5655.07,1,high
387,5655.07,1,high
