Peak #,Array Index,Score,Price
0,0.0,1.2428531528870352,5417.51645
1,8.5,0.820653533537848,5449.0761
2,18.0,0.9230460973305623,5484.34865
3,47.5,2.4798783657651096,5593.879199999999
4,58.0,3.8947213857241363,5632.8646499999995
5,68.0,1.130461029194505,5669.99365
6,74.5,1.0925844208351339,5694.1275
7,83.0,1.2307686396132365,5725.68715
8,92.5,1.301407694322151,5760.959699999999
9,99.0,1.4002529953148743,5785.09355
