index,value,weight,type
3674,5605.2,1,low
3678,5660.04,1,high
3685,5668.93,1,high
3685,5668.93,1,high
3694,5633.2,1,low
3698,5715.33,1,high
3698,5715.33,1,high
3698,5715.33,1,high
3698,5715.33,1,high
3703,5632.33,1,low
3703,5632.33,1,low
3703,5632.33,1,low
3708,5711.150000000001,1,high
3723,5643.84,1,low
3728,5671.9400000000005,1,high
3732,5603.1,1,low
3732,5603.1,1,low
3732,5603.1,1,low
3732,5603.1,1,low
3740,5611.41,1,low
3747,5661.61,1,high
3752,5637.59,1,low
3752,5637.59,1,low
3767,5766.56,1,high
3767,5766.56,1,high
3777,5743.6900000000005,1,low
3777,5743.6900000000005,1,low
3789,5786.95,1,high
3789,5786.95,1,high
3789,5786.95,1,high
3789,5786.95,1,high
3805,5760.42,1,low
3811,5783.62,1,high
3811,5783.62,1,high
3811,5783.62,1,high
3836,5717.92,1,high
3838,5670.9400000000005,1,low
3838,5670.9400000000005,1,low
3838,5670.9400000000005,1,low
3844,5732.28,1,high
3844,5732.28,1,high
3844,5732.28,1,high
3852,5686.99,1,low
3852,5686.99,1,low
3861,5722.31,1,high
3861,5722.31,1,high
3880,5573.9400000000005,1,low
3893,5488.7300000000005,1,low
3893,5488.7300000000005,1,low
3893,5488.7300000000005,1,low
3893,5488.7300000000005,1,low
3909,5549.1,1,low
3916,5627.56,1,high
3922,5558.52,1,low
3922,5558.52,1,low
3930,5650.57,1,high
3930,5650.57,1,high
3930,5650.57,1,high
3940,5583.22,1,low
3944,5636.72,1,high
3946,5571.4800000000005,1,low
3946,5571.4800000000005,1,low
3946,5571.4800000000005,1,low
3960,5695.31,1,high
3960,5695.31,1,high
3960,5695.31,1,high
3966,5632.14,1,low
3971,5677.9400000000005,1,high
3979,5415.66,1,low
3979,5415.66,1,low
3985,5483.05,1,high
3985,5483.05,1,high
