price,top,bottom,type,score
5407.8651408450705,5413.110281690141,5402.62,resistance,1.0835617490787206
5502.277676056337,5507.522816901408,5497.032535211268,resistance,1.46471025161377
5612.425633802817,5617.670774647887,5607.1804929577465,resistance,1.445656037753862
5754.044436619719,5759.289577464789,5748.799295774648,resistance,2.0137183696551
6005.811197183099,6011.056338028169,6000.566056338028,resistance,2.841282286638353
6110.714014084508,6115.959154929577,6105.468873239437,resistance,3.2875090835612153
