price,top,bottom,type,score
4132.279255319148,4157.157659574468,4107.40085106383,support,3.0318011893353582
4530.333723404256,4555.212127659574,4505.455319148937,support,2.6690122776141982
5202.050638297873,5226.929042553192,5177.172234042553,support,2.2120538372518315
5724.497127659575,5749.375531914894,5699.618723404255,resistance,3.4095976330149083
6122.551595744681,6147.43,6097.673191489363,resistance,3.8426034970240566
